method,path,module,auth_required,auth_mechanism,permission,allowed_roles,company_context,tenant_scoped,resource_ownership,platform_admin_behavior,repository_scope,side_effects,status,evidence
PATCH,/:categoryId,employee-category.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:employeeId/absence-balances,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
PUT,/:employeeId/absence-balances/:absenceTypeId,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:employeeId/absence-balances/:absenceTypeId/movements,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:employeeId/absence-balances/:absenceTypeId/adjustments,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:employeeId/absence-balances/:absenceTypeId/movements/:movementId/reversal,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id/deactivation-impact,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id/operational-availability,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id/operations,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:id/deactivate,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
PUT,/:id,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
DELETE,/:id,employee.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/health,health.routes.ts,N,NONE,NONE,via company-permissions.ts role map,N,NO,token,N/A,N/A,MEDIUM,VERIFIED,Intentionally public auth surface
GET,/health/database,health.routes.ts,N,NONE,NONE,via company-permissions.ts role map,N,NO,token,N/A,N/A,MEDIUM,VERIFIED,Intentionally public auth surface
GET,/health/ready,health.routes.ts,N,NONE,NONE,via company-permissions.ts role map,N,NO,token,N/A,N/A,MEDIUM,VERIFIED,Intentionally public auth surface
GET,/ready,health.routes.ts,N,NONE,NONE,via company-permissions.ts role map,N,NO,token,N/A,N/A,MEDIUM,VERIFIED,Intentionally public auth surface
GET,/:entityType/template,import.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:entityType/preview,import.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:entityType/execute,import.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/,location-zone.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/search,location-zone.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/geocoding-summary,location-zone.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/,location-zone.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
PATCH,/:zoneId,location-zone.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/:zoneId/geocode,location-zone.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/employees,lookup.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/workers,lookup.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/services,lookup.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/operations,lookup.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/batch,operation-assignment.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/,operation-assignment.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/,operation-assignment.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/:assignmentId/cancel,operation-assignment.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/:assignmentId/end,operation-assignment.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
DELETE,/:assignmentId,operation-assignment.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
PATCH,/:templateId,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
DELETE,/:templateId,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
PATCH,/:shiftId,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
DELETE,/:shiftId,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/:shiftId/versions,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/:shiftId/exceptions,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/multi-shift,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/single,operation-shift.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/import/preview,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/import/confirm,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id/recommendations/employees,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:id/recommendations/team,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id/attendance-summary,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id/workdays,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id/workdays/:workdayId,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:id/materialize-workdays,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:id/reactivate,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
PUT,/:id,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
DELETE,/:id,operation.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/,payroll-receipt.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/,payroll-receipt.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:batchId,payroll-receipt.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:batchId/receipts,payroll-receipt.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/,payroll-receipt.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id,payroll-receipt.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/:id/content,payroll-receipt.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:id/replace,payroll-receipt.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
DELETE,/:id,payroll-receipt.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:id/reconcile-association,payroll-receipt.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,HIGH,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/companies,platform-company.routes.ts,Y,AUTHENTICATED,AUTHENTICATED,via company-permissions.ts role map,PLATFORM,PARTIAL,UNKNOWN,requirePlatformAdmin,UNKNOWN,HIGH,PARTIAL,Authenticated; tenant pattern not confirmed for this module
POST,/companies,platform-company.routes.ts,Y,AUTHENTICATED,AUTHENTICATED,via company-permissions.ts role map,PLATFORM,PARTIAL,UNKNOWN,requirePlatformAdmin,UNKNOWN,HIGH,PARTIAL,Authenticated; tenant pattern not confirmed for this module
POST,/companies/:companyId/deactivate,platform-company.routes.ts,Y,AUTHENTICATED,AUTHENTICATED,via company-permissions.ts role map,PLATFORM,PARTIAL,UNKNOWN,requirePlatformAdmin,UNKNOWN,HIGH,PARTIAL,Authenticated; tenant pattern not confirmed for this module
POST,/companies/:companyId/reactivate,platform-company.routes.ts,Y,AUTHENTICATED,AUTHENTICATED,via company-permissions.ts role map,PLATFORM,PARTIAL,UNKNOWN,requirePlatformAdmin,UNKNOWN,HIGH,PARTIAL,Authenticated; tenant pattern not confirmed for this module
GET,/companies/:companyId/deletion-status,platform-company.routes.ts,Y,AUTHENTICATED,AUTHENTICATED,via company-permissions.ts role map,PLATFORM,PARTIAL,UNKNOWN,requirePlatformAdmin,UNKNOWN,HIGH,PARTIAL,Authenticated; tenant pattern not confirmed for this module
GET,/companies/:companyId/whatsapp/payroll-query-deliveries/reconciliation-required,platform-company.routes.ts,Y,AUTHENTICATED,AUTHENTICATED,via company-permissions.ts role map,PLATFORM,PARTIAL,UNKNOWN,requirePlatformAdmin,UNKNOWN,HIGH,PARTIAL,Authenticated; tenant pattern not confirmed for this module
POST,/companies/:companyId/whatsapp/payroll-query-deliveries/:deliveryId/reconcile,platform-company.routes.ts,Y,AUTHENTICATED,AUTHENTICATED,via company-permissions.ts role map,PLATFORM,PARTIAL,UNKNOWN,requirePlatformAdmin,UNKNOWN,HIGH,PARTIAL,Authenticated; tenant pattern not confirmed for this module
GET,/status,platform-server-status.routes.ts,Y,AUTHENTICATED,AUTHENTICATED,via company-permissions.ts role map,PLATFORM,PARTIAL,UNKNOWN,requirePlatformAdmin,UNKNOWN,HIGH,PARTIAL,Authenticated; tenant pattern not confirmed for this module
POST,/,service.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/,service.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/facets,service.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/:id,service.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
PUT,/:id,service.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
DELETE,/:id,service.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/attendance/summary,statistics.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/attendance/timeline,statistics.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/attendance/status-distribution,statistics.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
