method,path_suffix,full_path_examples,module_file,authentication,authorization,public_classification,tenant_scoped,sensitivity,source_line
POST,/batch,/api/companies/:companyId/.../batch | /api/... (legacy)/batch,operation-assignment.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,16
POST,/,/api/companies/:companyId/.../ | /api/... (legacy)/,operation-assignment.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,23
GET,/,/api/companies/:companyId/.../ | /api/... (legacy)/,operation-assignment.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,30
POST,/:assignmentId/cancel,/api/companies/:companyId/.../:assignmentId/cancel | /api/... (legacy)/:assignmentId/cancel,operation-assignment.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,36
POST,/:assignmentId/end,/api/companies/:companyId/.../:assignmentId/end | /api/... (legacy)/:assignmentId/end,operation-assignment.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,42
DELETE,/:assignmentId,/api/companies/:companyId/.../:assignmentId | /api/... (legacy)/:assignmentId,operation-assignment.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,49
GET,/,/api/companies/:companyId/.../ | /api/... (legacy)/,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,27
POST,/,/api/companies/:companyId/.../ | /api/... (legacy)/,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,33
PATCH,/:templateId,/api/companies/:companyId/.../:templateId | /api/... (legacy)/:templateId,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,39
DELETE,/:templateId,/api/companies/:companyId/.../:templateId | /api/... (legacy)/:templateId,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,46
GET,/,/api/companies/:companyId/.../ | /api/... (legacy)/,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,55
POST,/,/api/companies/:companyId/.../ | /api/... (legacy)/,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,62
PATCH,/:shiftId,/api/companies/:companyId/.../:shiftId | /api/... (legacy)/:shiftId,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,69
DELETE,/:shiftId,/api/companies/:companyId/.../:shiftId | /api/... (legacy)/:shiftId,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,76
POST,/:shiftId/versions,/api/companies/:companyId/.../:shiftId/versions | /api/... (legacy)/:shiftId/versions,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,82
POST,/:shiftId/exceptions,/api/companies/:companyId/.../:shiftId/exceptions | /api/... (legacy)/:shiftId/exceptions,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,89
POST,/multi-shift,/api/companies/:companyId/.../multi-shift | /api/... (legacy)/multi-shift,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,99
POST,/single,/api/companies/:companyId/.../single | /api/... (legacy)/single,operation-shift.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,106
POST,/,/api/companies/:companyId/.../ | /api/... (legacy)/,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,31
POST,/import/preview,/api/companies/:companyId/.../import/preview | /api/... (legacy)/import/preview,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,37
POST,/import/confirm,/api/companies/:companyId/.../import/confirm | /api/... (legacy)/import/confirm,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,43
GET,/,/api/companies/:companyId/.../ | /api/... (legacy)/,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,49
GET,/:id/recommendations/employees,/api/companies/:companyId/.../:id/recommendations/employees | /api/... (legacy)/:id/recommendations/employees,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,55
POST,/:id/recommendations/team,/api/companies/:companyId/.../:id/recommendations/team | /api/... (legacy)/:id/recommendations/team,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,62
GET,/:id/attendance-summary,/api/companies/:companyId/.../:id/attendance-summary | /api/... (legacy)/:id/attendance-summary,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,69
GET,/:id/workdays,/api/companies/:companyId/.../:id/workdays | /api/... (legacy)/:id/workdays,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,76
GET,/:id/workdays/:workdayId,/api/companies/:companyId/.../:id/workdays/:workdayId | /api/... (legacy)/:id/workdays/:workdayId,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,83
POST,/:id/materialize-workdays,/api/companies/:companyId/.../:id/materialize-workdays | /api/... (legacy)/:id/materialize-workdays,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,89
POST,/:id/reactivate,/api/companies/:companyId/.../:id/reactivate | /api/... (legacy)/:id/reactivate,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,95
GET,/:id,/api/companies/:companyId/.../:id | /api/... (legacy)/:id,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,101
PUT,/:id,/api/companies/:companyId/.../:id | /api/... (legacy)/:id,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,107
DELETE,/:id,/api/companies/:companyId/.../:id | /api/... (legacy)/:id,operation.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,114
POST,/,/api/companies/:companyId/.../ | /api/... (legacy)/,payroll-receipt.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,HIGH,19
GET,/,/api/companies/:companyId/.../ | /api/... (legacy)/,payroll-receipt.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,HIGH,26
GET,/:batchId,/api/companies/:companyId/.../:batchId | /api/... (legacy)/:batchId,payroll-receipt.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,HIGH,33
POST,/:batchId/receipts,/api/companies/:companyId/.../:batchId/receipts | /api/... (legacy)/:batchId/receipts,payroll-receipt.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,HIGH,40
GET,/,/api/companies/:companyId/.../ | /api/... (legacy)/,payroll-receipt.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,HIGH,48
GET,/:id,/api/companies/:companyId/.../:id | /api/... (legacy)/:id,payroll-receipt.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,HIGH,55
GET,/:id/content,/api/companies/:companyId/.../:id/content | /api/... (legacy)/:id/content,payroll-receipt.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,HIGH,62
POST,/:id/replace,/api/companies/:companyId/.../:id/replace | /api/... (legacy)/:id/replace,payroll-receipt.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,HIGH,70
DELETE,/:id,/api/companies/:companyId/.../:id | /api/... (legacy)/:id,payroll-receipt.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,HIGH,78
POST,/:id/reconcile-association,/api/companies/:companyId/.../:id/reconcile-association | /api/... (legacy)/:id/reconcile-association,payroll-receipt.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,HIGH,85
GET,/companies,/api/platform/.../companies,platform-company.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,HIGH,21
POST,/companies,/api/platform/.../companies,platform-company.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,HIGH,23
POST,/companies/:companyId/deactivate,/api/platform/.../companies/:companyId/deactivate,platform-company.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,HIGH,29
POST,/companies/:companyId/reactivate,/api/platform/.../companies/:companyId/reactivate,platform-company.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,HIGH,36
GET,/companies/:companyId/deletion-status,/api/platform/.../companies/:companyId/deletion-status,platform-company.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,HIGH,42
GET,/companies/:companyId/whatsapp/payroll-query-deliveries/reconciliation-required,/api/platform/.../companies/:companyId/whatsapp/payroll-query-deliveries/reconciliation-required,platform-company.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,HIGH,48
POST,/companies/:companyId/whatsapp/payroll-query-deliveries/:deliveryId/reconcile,/api/platform/.../companies/:companyId/whatsapp/payroll-query-deliveries/:deliveryId/reconcile,platform-company.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,HIGH,54
GET,/status,/api/platform/.../status,platform-server-status.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,HIGH,10
POST,/,/api/companies/:companyId/.../ | /api/... (legacy)/,service.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,15
GET,/,/api/companies/:companyId/.../ | /api/... (legacy)/,service.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,21
GET,/facets,/api/companies/:companyId/.../facets | /api/... (legacy)/facets,service.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,27
GET,/:id,/api/companies/:companyId/.../:id | /api/... (legacy)/:id,service.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,32
PUT,/:id,/api/companies/:companyId/.../:id | /api/... (legacy)/:id,service.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,38
DELETE,/:id,/api/companies/:companyId/.../:id | /api/... (legacy)/:id,service.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,45
GET,/attendance/summary,/api/companies/:companyId/.../attendance/summary | /api/... (legacy)/attendance/summary,statistics.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,13
GET,/attendance/timeline,/api/companies/:companyId/.../attendance/timeline | /api/... (legacy)/attendance/timeline,statistics.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,20
GET,/attendance/status-distribution,/api/companies/:companyId/.../attendance/status-distribution | /api/... (legacy)/attendance/status-distribution,statistics.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,27
GET,/attendance/action-exceptions,/api/companies/:companyId/.../attendance/action-exceptions | /api/... (legacy)/attendance/action-exceptions,statistics.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,34
GET,/attendance/by-employee,/api/companies/:companyId/.../attendance/by-employee | /api/... (legacy)/attendance/by-employee,statistics.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,41
GET,/attendance/by-operation,/api/companies/:companyId/.../attendance/by-operation | /api/... (legacy)/attendance/by-operation,statistics.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,49
GET,/attendance/by-service,/api/companies/:companyId/.../attendance/by-service | /api/... (legacy)/attendance/by-service,statistics.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,57
GET,/attendance/workday-details,/api/companies/:companyId/.../attendance/workday-details | /api/... (legacy)/attendance/workday-details,statistics.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,65
GET,/attendance/incident-details,/api/companies/:companyId/.../attendance/incident-details | /api/... (legacy)/attendance/incident-details,statistics.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,73
GET,/options,/api/platform/.../options,system-logs.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,15
GET,/,/api/platform/.../,system-logs.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,20
GET,/:id/context,/api/platform/.../:id/context,system-logs.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,26
GET,/:id,/api/platform/.../:id,system-logs.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,32
POST,/whatsapp,/api/webhooks/twilio/whatsapp,twilio.routes.ts,TWILIO_SIGNATURE,UNKNOWN,CONDITIONALLY_PUBLIC,NO,HIGH,26
POST,/whatsapp/status,/api/webhooks/twilio/whatsapp/status,twilio.routes.ts,TWILIO_SIGNATURE,UNKNOWN,CONDITIONALLY_PUBLIC,NO,HIGH,32
GET,/,/api/companies/:companyId/invitations/,user-invitation.routes.ts,AUTHENTICATED,UNKNOWN,N/A,PARTIAL,MEDIUM,20
POST,/,/api/companies/:companyId/invitations/,user-invitation.routes.ts,AUTHENTICATED,UNKNOWN,N/A,PARTIAL,MEDIUM,27
POST,/:invitationId/resend,/api/companies/:companyId/invitations/:invitationId/resend,user-invitation.routes.ts,AUTHENTICATED,UNKNOWN,N/A,PARTIAL,MEDIUM,35
POST,/:invitationId/revoke,/api/companies/:companyId/invitations/:invitationId/revoke,user-invitation.routes.ts,AUTHENTICATED,UNKNOWN,N/A,PARTIAL,MEDIUM,43
GET,/preview,/api/invitations/preview,user-invitation.routes.ts,OPTIONAL_OR_NONE,UNKNOWN,CONDITIONALLY_PUBLIC,PARTIAL,MEDIUM,53
POST,/accept,/api/invitations/accept,user-invitation.routes.ts,OPTIONAL_OR_NONE,UNKNOWN,CONDITIONALLY_PUBLIC,PARTIAL,MEDIUM,60
POST,/decline,/api/invitations/decline,user-invitation.routes.ts,OPTIONAL_OR_NONE,UNKNOWN,CONDITIONALLY_PUBLIC,PARTIAL,MEDIUM,68
GET,/employee-lookups,/api/platform/.../employee-lookups,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,28
GET,/conversations,/api/platform/.../conversations,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,33
GET,/conversations/:conversationId,/api/platform/.../conversations/:conversationId,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,38
POST,/conversations/:conversationId/reveal-phone,/api/platform/.../conversations/:conversationId/reveal-phone,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,43
GET,/conversations/:conversationId/messages,/api/platform/.../conversations/:conversationId/messages,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,48
GET,/conversations/:conversationId/provider-events,/api/platform/.../conversations/:conversationId/provider-events,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,54
GET,/messages/:messageId,/api/platform/.../messages/:messageId,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,59
GET,/flows/:flowExecutionId,/api/platform/.../flows/:flowExecutionId,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,64
GET,/errors,/api/platform/.../errors,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,69
GET,/errors/:errorCode,/api/platform/.../errors/:errorCode,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,74
GET,/notifications/:notificationId,/api/platform/.../notifications/:notificationId,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,79
GET,/message-costs/summary,/api/platform/.../message-costs/summary,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,85
GET,/message-costs/by-company,/api/platform/.../message-costs/by-company,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,90
GET,/message-costs/by-template,/api/platform/.../message-costs/by-template,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,95
GET,/message-costs/detail,/api/platform/.../message-costs/detail,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,100
GET,/message-costs/export.csv,/api/platform/.../message-costs/export.csv,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,105
POST,/message-costs/resync,/api/platform/.../message-costs/resync,whatsapp-observability.routes.ts,AUTHENTICATED,PLATFORM_ADMIN_LIKELY,N/A,PARTIAL,MEDIUM,110
POST,/assign-preview,/api/companies/:companyId/.../assign-preview | /api/... (legacy)/assign-preview,work-team-assignment.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,15
POST,/assign,/api/companies/:companyId/.../assign | /api/... (legacy)/assign,work-team-assignment.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,22
GET,/:batchId,/api/companies/:companyId/.../:batchId | /api/... (legacy)/:batchId,work-team-assignment.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,32
POST,/recommendations/team,/api/companies/:companyId/.../recommendations/team | /api/... (legacy)/recommendations/team,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,20
POST,/,/api/companies/:companyId/.../ | /api/... (legacy)/,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,26
GET,/,/api/companies/:companyId/.../ | /api/... (legacy)/,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,32
GET,/:workTeamId,/api/companies/:companyId/.../:workTeamId | /api/... (legacy)/:workTeamId,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,38
PATCH,/:workTeamId,/api/companies/:companyId/.../:workTeamId | /api/... (legacy)/:workTeamId,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,44
POST,/:workTeamId/activate,/api/companies/:companyId/.../:workTeamId/activate | /api/... (legacy)/:workTeamId/activate,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,51
POST,/:workTeamId/deactivate,/api/companies/:companyId/.../:workTeamId/deactivate | /api/... (legacy)/:workTeamId/deactivate,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,57
GET,/:workTeamId/members,/api/companies/:companyId/.../:workTeamId/members | /api/... (legacy)/:workTeamId/members,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,63
POST,/:workTeamId/members,/api/companies/:companyId/.../:workTeamId/members | /api/... (legacy)/:workTeamId/members,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,69
PUT,/:workTeamId/members,/api/companies/:companyId/.../:workTeamId/members | /api/... (legacy)/:workTeamId/members,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,76
DELETE,/:workTeamId/members/:employeeId,/api/companies/:companyId/.../:workTeamId/members/:employeeId | /api/... (legacy)/:workTeamId/members/:employeeId,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,83
GET,/:workTeamId/usage,/api/companies/:companyId/.../:workTeamId/usage | /api/... (legacy)/:workTeamId/usage,work-team.routes.ts,AUTHENTICATED+COMPANY_CONTEXT,REQUIRE_PERMISSION_PER_ROUTE,N/A,YES,MEDIUM,89
